datetime,storage,elevation,outflow,inflow,precip,evap,tocs
04/14/12,799.003,449.36,1118,9192,0,41,712.2
04/15/12,810.362,450.47,1035,6796,0,34,717.8
04/16/12,819.215,451.33,1073,5591,0,55,723.5
04/17/12,828.215,452.2,1112,5704,0,55,729.1
04/18/12,835.074,452.86,1713,5226,0,55,734.7
04/19/12,845.1,453.82,1586,6683,0,42,740.4
04/20/12,855.077,454.77,1921,7014,0,63,746
04/21/12,867.116,455.91,2109,8228,0,49,751.6
04/22/12,878.911,457.02,2087,8105,0,71,757.3
04/23/12,891.425,458.19,2343,8730,0,78,762.9
04/24/12,897.871,458.79,4810,8135,0,75,768.5
04/25/12,905.636,459.51,4555,8524,0,54,774.2
04/26/12,920.7,460.9,4865,12471,0,11,779.8
04/27/12,931.938,461.93,5944,11672,0.58,62,785.5
04/28/12,933.47,462.07,7673,8499,0,54,791.1
04/29/12,933.8,462.1,7213,7426,0,47,796.7
04/30/12,933.361,462.06,7280,7113,0,54,802.4
05/01/12,931.065,461.85,8100,7029,0,87,808
05/02/12,928.117,461.58,8100,6676,0,62,813.6
05/03/12,924.406,461.24,8167,6354,0,58,819.3
05/04/12,919.506,460.79,7627,5189,0,32,824.9
05/05/12,916.574,460.52,6473,5053,0,58,830.5
05/06/12,915.163,460.39,5946,5321,0,86,836.2
05/07/12,913.208,460.21,5748,4845,0,83,841.8
05/08/12,909.524,459.87,5512,3738,0,83,847.4
05/09/12,908.552,459.78,5011,4596,0,75,853.1
05/10/12,907.256,459.66,4977,4410,0,86,858.7
05/11/12,907.904,459.72,4145,4554,0,82,864.3
05/12/12,908.66,459.79,4193,4664,0,90,870
05/13/12,907.58,459.69,4183,3725,0,86,875.6
05/14/12,907.904,459.72,3822,4071,0,86,881.2
05/15/12,908.66,459.79,3689,4142,0,72,886.9
05/16/12,909.2,459.84,3433,3777,0,72,892.5
05/17/12,907.904,459.72,3051,2480,0,82,898.1
05/18/12,916.14,460.48,3153,7391,0,86,903.8
05/19/12,917.008,460.56,3175,3689,0,76,909.4
05/20/12,917.443,460.6,2989,3302,0,94,915
05/21/12,917.551,460.61,3191,3342,0,97,920.7
05/22/12,918.203,460.67,2835,3250,0,86,926.3
05/23/12,919.18,460.76,2584,3167,0,90,931.9
05/24/12,920.917,460.92,2026,2989,0,87,937.6
05/25/12,922.659,461.08,1943,2893,0,72,943.2
05/26/12,923.751,461.18,2102,2678,0.06,25,948.8
05/27/12,924.078,461.21,2126,2352,0,61,954.5
05/28/12,924.188,461.22,2173,2289,0,61,960.1
05/29/12,925.607,461.35,2122,2884,0,47,965.7
05/30/12,925.716,461.36,2174,2309,0,80,971.4
05/31/12,926.152,461.4,2200,2507,0,87,977
06/01/12,927.353,461.51,2211,2903,0,87,977
06/02/12,927.244,461.5,2161,2193,0,87,977
06/03/12,926.043,461.39,2197,1679,0,87,977
06/04/12,925.934,461.38,2090,2129,0,94,977
06/05/12,925.716,461.36,2144,2067,0.13,33,977
06/06/12,925.388,461.33,2113,1981,0.13,33,977
06/07/12,923.314,461.14,3153,2179,0,72,977
06/08/12,921.786,461,3062,2357,0,65,977
06/09/12,919.614,460.8,3142,2123,0,76,977
06/10/12,917.117,460.57,3132,1988,0,115,977
06/11/12,914.511,460.33,3117,1904,0,101,977
06/12/12,911.145,460.02,3194,1562,0,65,977
06/13/12,907.58,459.69,3126,1437,0,108,977
06/14/12,904.879,459.44,2943,1674,0,93,977
06/15/12,901.531,459.13,3291,1721,0,118,977
06/16/12,897.226,458.73,3895,1850,0,125,977
06/17/12,892.07,458.25,4245,1760,0,114,977
06/18/12,886.178,457.7,4126,1272,0,117,977
06/19/12,880.407,457.16,4135,1342,0,117,977
06/20/12,874.02,456.56,4236,1108,0,92,977
06/21/12,868.068,456,4079,1183,0,105,977
06/22/12,862.041,455.43,4146,1212,0,105,977
06/23/12,856.023,454.86,4097,1122,0,59,977
06/24/12,850.345,454.32,4067,1294,0,90,977
06/25/12,844.368,453.75,4082,1156,0,87,977
06/26/12,838.41,453.18,4081,1163,0,86,977
06/27/12,832.06,452.57,4100,978,0,79,977
06/28/12,826.553,452.04,4106,1464,0,134,977
06/29/12,820.764,451.48,4261,1448,0,106,977
06/30/12,815.189,450.94,4117,1388,0,82,977
07/01/12,809.848,450.42,4187,1576,0,82,977
07/02/12,805.433,449.99,3765,1627,0,88,977
07/03/12,799.717,449.43,4545,1727,0,64,977
07/04/12,794.314,448.9,4238,1612,0,98,977
07/05/12,788.229,448.3,4285,1314,0,97,977
07/06/12,782.768,447.76,4087,1424,0,90,977
07/07/12,777.225,447.21,4375,1677,0,97,977
07/08/12,771.705,446.66,4066,1383,0,100,977
07/09/12,765.599,446.05,4289,1304,0,93,977
07/10/12,760.225,445.51,4090,1473,0,92,977
07/11/12,754.56,444.94,4187,1426,0,95,977
07/12/12,749.52,444.43,4258,1812,0,95,977
07/13/12,743.797,443.85,4343,1553,0,95,977
07/14/12,738.003,443.26,4274,1447,0,94,977
07/15/12,732.035,442.65,4169,1254,0,94,977
07/16/12,724.528,441.88,4698,997,0,84,977
07/17/12,717.934,441.2,4558,1308,0,74,977
07/18/12,711.274,440.51,4649,1349,0,58,977
07/19/12,704.829,439.84,4620,1438,0,67,977
07/20/12,698.32,439.16,4661,1446,0,67,977
07/21/12,692.227,438.52,4535,1542,0,79,977
07/22/12,685.774,437.84,4722,1469,0,0,977
07/23/12,680.205,437.25,4046,1238,0,0,977
07/24/12,672.877,436.47,4792,1167,0,69,977
07/25/12,665.121,435.64,5084,1242,0,68,977
07/26/12,657.409,434.81,4670,847,0,65,977
07/27/12,649.283,433.93,4954,909,0,52,977
07/28/12,642.405,433.18,4581,1168,0,55,977
07/29/12,635.474,432.42,4535,1111,0,70,977
07/30/12,628.127,431.61,4701,1060,0,63,977
07/31/12,621.809,430.91,4610,1497,0,72,977
08/01/12,615.533,430.21,4505,1421,0,80,977
08/02/12,608.757,429.45,4658,1325,0,83,977
08/03/12,601.489,428.63,4771,1189,0,82,977
08/04/12,594.705,427.86,4695,1357,0,82,977
08/05/12,587.354,427.02,4454,830,0,82,977
08/06/12,580.496,426.23,4748,1351,0,61,977
08/07/12,574.283,425.51,4579,1516,0,69,977
08/08/12,566.821,424.64,4796,1111,0,77,977
08/09/12,563.579,424.26,3213,1656,0,77,977
08/10/12,558.231,423.63,4256,1637,0,77,977
08/11/12,552.903,423,3895,1288,0,79,977
08/12/12,549.802,422.63,3304,1828,0,87,977
08/13/12,545.612,422.13,3380,1341,0,73,977
08/14/12,541.698,421.66,3345,1453,0,81,977
08/15/12,538.875,421.32,2947,1602,0,78,977
08/16/12,535.806,420.95,2915,1440,0,72,977
08/17/12,533.254,420.64,2919,1696,0,64,977
08/18/12,530.95,420.36,2771,1675,0,66,977
08/19/12,528.728,420.09,2675,1619,0,64,977
08/20/12,526.193,419.78,2784,1564,0,58,977
08/21/12,523.258,419.42,2914,1492,0,58,977
08/22/12,520.894,419.13,2620,1486,0,58,977
08/23/12,518.622,418.85,2591,1503,0,57,977
08/24/12,516.683,418.61,2701,1780,0,57,977
08/25/12,514.987,418.4,2364,1566,0,57,977
08/26/12,511.997,418.03,2585,1135,0,57,977
08/27/12,509.594,417.73,2612,1458,0,57,977
08/28/12,508.313,417.57,2428,1831,0,49,977
08/29/12,506.392,417.33,2458,1555,0,65,977
08/30/12,504.792,417.13,2569,1826,0,64,977
08/31/12,502.72,416.87,2291,1318,0,72,977
09/01/12,501.055,416.66,2189,1409,0,59,977
09/02/12,499.787,416.5,2080,1476,0,35,977
09/03/12,498.676,416.36,2348,1839,0,51,977
09/04/12,497.804,416.25,2244,1860,0,56,977
09/05/12,495.981,416.02,2103,1242,0,58,977
09/06/12,495.429,415.95,2208,1967,0,37,977
09/07/12,494.408,415.82,2238,1779,0,56,977
09/08/12,493.466,415.7,2259,1837,0,53,977
09/09/12,491.659,415.47,2219,1369,0,61,977
09/10/12,490.01,415.26,2084,1308,0,55,977
09/11/12,488.361,415.05,2144,1363,0,50,977
09/12/12,486.49,414.81,2417,1524,0,50,977
09/13/12,484.545,414.56,2249,1320,0,52,977
09/14/12,483.144,414.38,2254,1603,0,55,977
09/15/12,481.044,414.11,2239,1235,0,55,977
09/16/12,478.878,413.83,2025,988,0,55,977
09/17/12,475.95,413.45,2429,1013,0,60,977
09/18/12,473.408,413.12,2110,882,0,54,977
09/19/12,471.262,412.84,1841,810,0,51,977
09/20/12,469.125,412.56,1930,902,0,49,977
09/21/12,467.141,412.3,1971,1012,0,41,977
09/22/12,465.005,412.02,2090,1059,0,46,977
09/23/12,463.114,411.77,2011,1104,0,46,977
09/24/12,460.772,411.46,2001,868,0,48,977
09/25/12,459.336,411.27,1781,1100,0,43,977
09/26/12,456.847,410.94,2236,1021,0,40,977
09/27/12,456.024,410.83,2044,1669,0,40,977
09/28/12,454.977,410.69,1927,1447,0,48,977
09/29/12,453.181,410.45,2029,1179,0,55,977
09/30/12,451.61,410.24,1935,1198,0,55,977
10/01/12,450.264,410.06,1972,1341,0,48,968.8
10/02/12,449.297,409.93,1892,1456,0,52,960.7
10/03/12,447.15,409.64,2027,997,0,52,952.5
10/04/12,444.928,409.34,1910,842,0,52,944.3
10/05/12,442.559,409.02,1578,436,0,52,936.2
10/06/12,440.214,408.7,2160,1010,0,32,928
10/07/12,437.871,408.38,2161,1012,0,32,919.9
10/08/12,435.455,408.05,2164,978,0,32,911.7
10/09/12,433.568,407.79,2666,1752,0,37,903.5
10/10/12,431.975,407.57,1699,925,0,29,895.4
10/11/12,429.875,407.28,1637,607,0,29,887.2
10/12/12,428.282,407.06,1654,1045,0,194,879
10/13/12,426.629,406.83,1653,835,0,15,870.9
10/14/12,425.125,406.62,1678,939,0,19,862.7
10/15/12,423.836,406.44,1571,948,0,27,854.6
10/16/12,422.189,406.21,1790,977,0,17,846.4
10/17/12,419.977,405.9,1974,893,0,34,838.2
10/18/12,418.065,405.63,1896,965,0,33,830.1
10/19/12,416.295,405.38,1879,1018,0,31,821.9
10/20/12,414.242,405.09,1735,729,0,29,813.7
10/21/12,411.785,404.74,1947,739,0,31,805.6
10/22/12,410.455,404.55,1871,1226,0,26,797.4
10/23/12,408.845,404.32,2080,1280,1.05,12,789.2
10/24/12,407.235,404.09,1662,859,0.21,9,781.1
10/25/12,406.051,403.92,1797,1209,0.21,9,772.9
10/26/12,404.806,403.74,1777,1177,0,28,764.8
10/27/12,403.284,403.52,1731,985,0,21,756.6
10/28/12,401.485,403.26,1773,882,0,16,748.4
10/29/12,399.686,403,1882,998,0,23,740.3
10/30/12,397.976,402.75,1798,961,0,25,732.1
10/31/12,396.13,402.48,1957,1049,0,23,723.9
11/01/12,394.352,402.22,1959,1070,0.06,7,715.8
11/02/12,391.698,401.83,1962,635,0.42,11,707.6
11/03/12,390.414,401.64,1682,1049,0,14,699.4
11/04/12,387.845,401.26,1901,620,0,14,691.3
11/05/12,385.02,400.84,1861,453,0,16,683.1
11/06/12,382.348,400.44,1882,558,0,23,675
11/07/12,379.41,400,1882,421,0,20,666.8
11/08/12,376.967,399.63,1795,572,0.19,9,658.6
11/09/12,374.392,399.24,1819,525,0.11,4,650.5
11/10/12,373.336,399.08,1748,1229,0,13,642.3
11/11/12,371.894,398.86,1797,1086,0,16,634.1
11/12/12,370.065,398.58,1886,977,0,13,626
11/13/12,368.301,398.31,1869,993,0,13,617.8
11/14/12,366.082,397.97,1918,810,0,11,609.7
11/15/12,363.821,397.62,1855,726,0,11,601.5
11/16/12,361.819,397.31,1886,888,0,11,593.3
11/17/12,361.173,397.21,2003,1677,0.82,0,585.2
11/18/12,364.015,397.65,1579,3012,0.82,0,577
11/19/12,365.436,397.87,1392,2108,0.82,0,577
11/20/12,364.596,397.74,1812,1404,0,15,577
11/21/12,365.436,397.87,1977,2415,0.07,15,577
11/22/12,367.452,398.18,1816,2847,0.07,15,577
11/23/12,366.341,398.01,2118,1565,0,7,577
11/24/12,365.565,397.89,1891,1511,0,11,577
11/25/12,365.113,397.82,1694,1477,0,11,577
11/26/12,364.015,397.65,1810,1269,0,13,577
11/27/12,363.175,397.52,1820,1408,0,11,577
11/28/12,364.984,397.8,1815,2734,0,7,577
11/29/12,368.366,398.32,1706,3415,0.68,4,577
11/30/12,403.768,403.59,1766,19621,0.22,7,577
12/01/12,433.061,407.72,3695,18465,2.54,2,577
12/02/12,488.125,415.02,4396,32162,0.67,5,577
12/03/12,513.856,418.26,2578,15556,1.73,5,577
12/04/12,526.764,419.85,1476,7998,0,14,577
12/05/12,544.606,422.01,1645,10646,0.03,6,577
12/06/12,561.787,424.05,1794,10462,0.03,6,577
12/07/12,571.959,425.24,1865,6999,0.03,6,577
12/08/12,578.847,426.04,1988,5467,0.01,6,577
12/09/12,584.402,426.68,2032,4845,0,12,577
12/10/12,588.579,427.16,1925,4040,0,9,577
12/11/12,591.992,427.55,2362,4089,0,6,577
12/12/12,595.667,427.97,1967,3823,0.09,3,577
12/13/12,599.018,428.35,2372,4076,0.09,15,577
12/14/12,601.577,428.64,2544,3846,0,12,577
12/15/12,603.96,428.91,2587,3797,0.02,9,577
12/16/12,604.048,428.92,3128,3190,0,18,577
12/17/12,605.199,429.05,4561,5159,0,18,577
12/18/12,606.533,429.2,5921,6615,0,21,577
12/19/12,603.96,428.91,6947,5662,0,12,577
12/20/12,599.989,428.46,6954,4964,0,12,577
12/21/12,594.092,427.79,7641,4677,0.29,9,577
12/22/12,587.179,427,9758,6273,0.89,0,577
12/23/12,589.367,427.25,9761,10864,1.13,0,577
12/24/12,593.392,427.71,9800,11835,0,6,577
12/25/12,590.854,427.42,9944,8670,0,6,577
12/26/12,594.705,427.86,9820,11762,0.85,0,577
12/27/12,594.18,427.8,8975,8710,0.85,0,577
12/28/12,591.817,427.53,8113,6922,0,0,577
12/29/12,587.792,427.07,7137,5117,0,9,577
12/30/12,585.443,426.8,5843,4659,0,0,577
12/31/12,584.141,426.65,5217,4561,0,0,577
01/01/13,581.798,426.38,5019,3838,0,0,577
01/02/13,583.621,426.59,3430,4349,0,0,577
01/03/13,582.145,426.42,4440,3696,0,0,577
01/04/13,579.455,426.11,4955,3599,0,0,577
01/05/13,576.779,425.8,4377,3034,0,6,577
01/06/13,575.057,425.6,3736,2874,0.1,6,577
01/07/13,574.024,425.48,3714,3202,0.28,9,577
01/08/13,571.528,425.19,3588,2336,0,6,577
01/09/13,569.21,424.92,3610,2447,0,6,577
01/10/13,567.845,424.76,3646,2964,0.13,6,577
01/11/13,566.138,424.56,3783,2939,0,17,577
01/12/13,563.579,424.26,4001,2728,0,17,577
01/13/13,560.853,423.94,4006,2649,0,17,577
01/14/13,557.216,423.51,3975,2152,0,11,577
01/15/13,555.356,423.29,3458,2534,0,14,577
01/16/13,555.186,423.27,2662,2590,0,14,577
01/17/13,555.44,423.3,2279,2418,0,11,577
01/18/13,555.271,423.28,2469,2392,0,8,577
01/19/13,555.271,423.28,2464,2472,0,8,577
01/20/13,555.948,423.36,2079,2431,0,11,577
01/21/13,556.032,423.37,2182,2235,0,11,577
01/22/13,556.709,423.45,2224,2579,0,14,577
01/23/13,556.878,423.47,2204,2309,0,20,577
01/24/13,557.216,423.51,2265,2435,0.02,0,577
01/25/13,556.878,423.47,2330,2160,0.13,0,577
01/26/13,558.315,423.64,2340,3067,0,3,577
01/27/13,561.106,423.97,2146,3576,0,23,577
01/28/13,562.64,424.15,2159,2946,0,14,577
01/29/13,564.176,424.33,2184,2972,0,14,577
01/30/13,564.773,424.4,2209,2524,0,14,577
01/31/13,566.394,424.59,2238,3069,0,14,577
02/01/13,568.186,424.8,2246,3163,0,14,577
02/02/13,570.065,425.02,2221,3179,0,11,577
02/03/13,571.614,425.2,2180,2970,0,9,577
02/04/13,572.992,425.36,2535,3239,0,9,577
02/05/13,572.992,425.36,2489,2503,0,14,577
02/06/13,572.647,425.32,2379,2217,0,12,577
02/07/13,572.217,425.27,2328,2122,0,11,577
02/08/13,571.787,425.22,2302,2094,0,9,579.4
02/09/13,571.614,425.2,2112,2039,0,14,581.8
02/10/13,571.098,425.14,2080,1840,0,20,584.1
02/11/13,570.668,425.09,2233,2036,0,20,586.5
02/12/13,568.869,424.88,2549,1659,0,17,588.9
02/13/13,568.016,424.78,2463,2050,0,17,591.3
02/14/13,566.906,424.65,2604,2061,0,17,593.7
02/15/13,566.992,424.66,2183,2243,0,17,596
02/16/13,566.309,424.58,2192,1871,0,23,598.4
02/17/13,565.285,424.46,2126,1633,0,23,600.8
02/18/13,564.432,424.36,1994,1584,0,20,603.2
02/19/13,563.579,424.26,2239,1818,0.32,9,605.6
02/20/13,562.811,424.17,2230,1866,0,23,608
02/21/13,561.106,423.97,2320,1486,0,26,610.3
02/22/13,559.922,423.83,2350,1779,0,26,612.7
02/23/13,559.077,423.73,2037,1639,0,28,615.1
02/24/13,558.146,423.62,2196,1753,0,26,617.5
02/25/13,556.201,423.39,2330,1377,0,28,619.9
02/26/13,554.341,423.17,2301,1400,0,37,622.2
02/27/13,553.58,423.08,2228,1881,0,37,624.6
02/28/13,552.065,422.9,2352,1608,0,20,627
03/01/13,551.311,422.81,2276,1927,0,31,629.4
03/02/13,550.808,422.75,2112,1878,0,20,631.8
03/03/13,550.221,422.68,2134,1855,0,17,634.1
03/04/13,549.551,422.6,2204,1880,0,14,636.5
03/05/13,549.132,422.55,2292,2098,0,17,638.9
03/06/13,549.551,422.6,2091,2327,0,25,641.3
03/07/13,550.556,422.72,1771,2284,0.23,6,643.7
03/08/13,551.394,422.82,1791,2227,0,14,646
03/09/13,551.897,422.88,1768,2045,0,23,648.4
03/10/13,551.646,422.85,2070,1983,0,40,650.8
03/11/13,551.646,422.85,2045,2070,0,25,653.2
03/12/13,552.568,422.96,1515,2008,0,28,655.6
03/13/13,552.819,422.99,1918,2073,0,28,658
03/14/13,553.918,423.12,1769,2351,0,28,660.3
03/15/13,554.848,423.23,1674,2168,0,25,662.7
03/16/13,556.117,423.38,1810,2476,0,26,665.1
03/17/13,557.132,423.5,1911,2457,0,34,667.5
03/18/13,558.738,423.69,1775,2622,0,37,669.9
03/19/13,559.753,423.81,1665,2205,0,28,672.2
03/20/13,563.152,424.21,1216,2947,0.14,17,674.6
03/21/13,568.954,424.89,1735,4663,0.52,3,677
03/22/13,573.68,425.44,1300,3715,0,32,679.4
03/23/13,578.07,425.95,834,3099,0,52,681.8
03/24/13,581.451,426.34,1554,3294,0,35,684.1
03/25/13,584.489,426.69,1089,2659,0,38,686.5
03/26/13,586.311,426.9,1402,2359,0,38,688.9
03/27/13,586.658,426.94,1856,2066,0,35,691.3
03/28/13,589.454,427.26,1321,2766,0,35,693.7
03/29/13,593.042,427.67,1103,2944,0,32,696
03/30/13,596.371,428.05,1088,2813,0,47,698.4
03/31/13,601.136,428.59,1252,3675,0.9,21,700.8
04/01/13,605.644,429.1,1551,3845,0.9,21,703.2
04/02/13,610.714,429.67,1074,3660,0.01,30,705.6
04/03/13,614.995,430.15,1342,3533,0,33,708
04/04/13,620.016,430.71,1305,3869,0,33,710.3
04/05/13,624.333,431.19,1361,3552,0.36,15,712.7
04/06/13,628.398,431.64,1369,3448,0,30,715.1
04/07/13,631.651,432,1427,3091,0,24,717.5
04/08/13,635.929,432.47,1401,3597,0,39,719.9
04/09/13,639.389,432.85,1401,3184,0.09,39,722.2
04/10/13,641.946,433.13,1398,2727,0.09,40,724.6
04/11/13,645.34,433.5,1369,3132,0,52,727
04/12/13,647.907,433.78,1427,2773,0,52,729.4
04/13/13,650.479,434.06,1429,2778,0,52,731.8
04/14/13,653.344,434.37,1398,2891,0,49,734.1
04/15/13,656.763,434.74,1474,3263,0,65,736.5
04/16/13,659.073,434.99,1201,2381,0.14,15,738.9
04/17/13,661.585,435.26,1250,2572,0,56,741.3
04/18/13,663.167,435.43,1241,2119,0,80,743.7
04/19/13,664.656,435.59,1234,2035,0,50,746
04/20/13,666.611,435.8,1239,2272,0,47,748.4
04/21/13,668.941,436.05,1246,2489,0,68,751.6
04/22/13,671.096,436.28,1271,2419,0,62,757.3
04/23/13,672.502,436.43,1257,2050,0,84,762.9
04/24/13,673.721,436.56,1404,2094,0,75,768.5
04/25/13,675.221,436.72,1243,2080,0,81,774.2
04/26/13,676.439,436.85,1312,1979,0,53,779.8
04/27/13,677.47,436.96,1618,2185,0,47,785.5
04/28/13,678.506,437.07,1454,2029,0,53,791.1
04/29/13,679.45,437.17,1657,2199,0,66,796.7
04/30/13,681.715,437.41,1316,2536,0,78,802.4
05/01/13,682.376,437.48,1271,1695,0,91,808
05/02/13,683.886,437.64,1202,2057,0,94,813.6
05/03/13,686.057,437.87,1235,2418,0,88,819.3
05/04/13,688.615,438.14,1133,2508,0,85,824.9
05/05/13,690.231,438.31,1257,2160,0,88,830.5
05/06/13,691.086,438.4,1183,1683,0,69,836.2
05/07/13,692.512,438.55,1219,1976,0.07,38,841.8
05/08/13,695.839,438.9,1199,2908,0.02,32,847.4
05/09/13,698.033,439.13,1180,2318,0.02,32,853.1
05/10/13,699.565,439.29,1331,2170,0,67,858.7
05/11/13,701.862,439.53,1222,2447,0,67,864.3
05/12/13,704.7,439.53,1222,2447,0,83,870
05/13/13,706.842,440.05,1245,2385,0,77,875.6
05/14/13,709.829,440.36,1105,2697,0,86,881.2
05/15/13,711.178,440.5,1440,2207,0,87,886.9
05/16/13,712.719,440.66,1413,2273,0,83,892.5
05/17/13,713.972,440.79,1345,2038,0,61,898.1
05/18/13,716.48,441.05,1211,2536,0,61,903.8
05/19/13,717.159,441.12,1238,1676,0,96,909.4
05/20/13,718.71,441.28,1275,2134,0,77,915
05/21/13,720.262,441.44,908,1790,0,100,920.7
05/22/13,720.65,441.48,1416,1712,0,100,926.3
05/23/13,722.298,441.65,1001,1919,0,87,931.9
05/24/13,723.559,441.78,1203,1904,0,65,937.6
05/25/13,724.819,441.91,1237,1940,0,68,943.2
05/26/13,725.79,442.01,1009,1564,0,65,948.8
05/27/13,725.985,442.03,1338,1504,0,68,954.5
05/28/13,727.253,442.16,1282,1944,0.07,23,960.1
05/29/13,730.571,442.5,1395,3123,0.01,55,965.7
05/30/13,732.718,442.72,1467,2614,0.03,65,971.4
05/31/13,734.377,442.89,1237,2148,0,75,977
06/01/13,734.181,442.87,1885,1884,0,98,977
06/02/13,734.377,442.89,1680,1864,0,85,977
06/03/13,733.401,442.79,1896,1495,0,91,977
06/04/13,732.913,442.74,1937,1782,0,91,977
06/05/13,732.23,442.67,2077,1824,0,91,977
06/06/13,730.083,442.45,2704,1700,0,78,977
06/07/13,727.253,442.16,2661,1305,0,71,977
06/08/13,724.819,441.91,2744,1614,0,97,977
06/09/13,723.074,441.73,2284,1520,0,116,977
06/10/13,719.583,441.37,2757,1094,0,97,977
06/11/13,716.868,441.09,2766,1455,0,58,977
06/12/13,714.453,440.84,2859,1702,0,61,977
06/13/13,711.274,440.51,2771,1264,0,96,977
06/14/13,707.998,440.17,2534,978,0,96,977
06/15/13,705.786,439.94,2303,1274,0,86,977
06/16/13,703.297,439.68,2395,1236,0,96,977
06/17/13,700.33,439.37,2700,1296,0,92,977
06/18/13,698.129,439.14,2372,1357,0,95,977
06/19/13,694.888,438.8,2424,876,0,86,977
06/20/13,692.987,438.6,1934,1055,0,79,977
06/21/13,690.706,438.36,2598,1527,0,79,977
06/22/13,686.623,437.93,3396,1420,0,82,977
06/23/13,683.603,437.61,2967,1501,0,57,977
06/24/13,680.016,437.23,2938,1186,0,56,977
06/25/13,677.376,436.95,2957,1626,0.31,0,977
06/26/13,675.783,436.78,2753,2016,0,66,977
06/27/13,673.627,436.55,2712,1690,0,65,977
06/28/13,671.565,436.33,2864,1911,0,87,977
06/29/13,668.286,435.98,3151,1610,0,112,977
06/30/13,665.028,435.63,3466,1919,0,96,977
07/01/13,659.165,435,3888,1021,0,89,977
07/02/13,654.637,434.51,3432,1254,0,105,977
07/03/13,649.283,433.93,3839,1244,0,104,977
07/04/13,645.064,433.47,3655,1610,0,82,977
07/05/13,639.844,432.9,3762,1218,0,88,977
07/06/13,634.655,432.33,3666,1120,0,70,977
07/07/13,629.302,431.74,3701,1077,0,75,977
07/08/13,624.333,431.19,3370,949,0,84,977
07/09/13,619.209,430.62,3796,1297,0,84,977
07/10/13,614.995,430.15,3561,1519,0,83,977
07/11/13,610.181,429.61,3638,1315,0,104,977
07/12/13,605.11,429.04,3259,779,0,77,977
07/13/13,600.518,428.52,3493,1257,0,79,977
07/14/13,596.724,428.09,3487,1656,0,82,977
07/15/13,591.555,427.5,3478,963,0,91,977
07/16/13,585.877,426.85,3576,803,0,90,977
07/17/13,580.409,426.22,3162,474,0,69,977
07/18/13,575.488,425.65,3371,953,0,63,977
07/19/13,571,425.13,3371,953,0,80,977
07/20/13,566.309,424.58,3418,1127,0,80,977
07/21/13,562.213,424.1,3165,1185,0,85,977
07/22/13,558.569,423.67,3565,1813,0,85,977
07/23/13,555.525,423.31,3422,1972,0,85,977
07/24/13,551.394,422.82,3537,1527,0,73,977
07/25/13,547.12,422.31,3400,1318,0,73,977
07/26/13,543.525,421.88,3144,1424,0,92,977
07/27/13,540.536,421.52,2952,1532,0,87,977
07/28/13,536.383,421.02,2959,949,0,84,977
07/29/13,532.184,420.51,3004,962,0,75,977
07/30/13,527.824,419.98,2985,853,0,66,977
07/31/13,524.726,419.6,2858,1362,0,66,977
08/01/13,521.546,419.21,2928,1391,0,66,977
08/02/13,518.057,418.78,2959,1274,0,74,977
08/03/13,515.229,418.43,2921,1568,0,73,977
08/04/13,512.24,418.06,2849,1410,0,68,977
08/05/13,508.794,417.63,3003,1333,0,67,977
08/06/13,505.512,417.22,2876,1299,0,78,977
08/07/13,503.037,416.91,2491,1302,0,59,977
08/08/13,500.342,416.57,2632,1324,0,51,977
08/09/13,499.549,416.47,2204,1863,0,59,977
08/10/13,495.822,416,3126,1303,0,56,977
08/11/13,492.602,415.59,2818,1251,0,56,977
08/12/13,488.753,415.1,2986,1100,0,55,977
08/13/13,485.401,414.67,3024,1384,0,50,977
08/14/13,482.444,414.29,2691,1255,0,55,977
08/15/13,478.416,413.77,3084,1121,0,68,977
08/16/13,475.95,413.45,2702,1495,0,36,977
08/17/13,472.56,413.01,3002,1329,0,36,977
08/18/13,469.278,412.58,2881,1262,0,36,977
08/19/13,465.92,412.14,3157,1502,0,38,977
08/20/13,462.963,411.75,2788,1356,0,59,977
08/21/13,459.336,411.27,2775,1007,0,61,977
08/22/13,455.052,410.7,3034,917,0,43,977
08/23/13,451.087,410.17,2950,994,0,43,977
08/24/13,448.038,409.76,2818,1333,0,52,977
08/25/13,444.41,409.27,2884,1117,0,62,977
08/26/13,441.313,408.85,3172,1653,0,42,977
08/27/13,438.311,408.44,2796,1327,0,44,977
08/28/13,436.334,408.17,1996,1055,0,56,977
08/29/13,434.22,407.88,2461,1444,0,49,977
08/30/13,431.758,407.54,2395,1208,0,54,977
08/31/13,429.368,407.21,2462,1315,0,58,977
09/01/13,426.558,406.82,2349,992,0,60,977
09/02/13,423.765,406.43,2410,1065,0,63,977
09/03/13,420.119,405.92,2460,660,0.19,38,977
09/04/13,416.862,405.46,2246,652,0,48,977
09/05/13,413.535,404.99,2321,694,0,50,977
09/06/13,410.805,404.6,2446,1120,0,50,977
09/07/13,408.845,404.32,2475,1544,0,57,977
09/08/13,406.536,403.99,2263,1158,0,59,977
09/09/13,404.737,403.73,2192,1353,0,68,977
09/10/13,402.523,403.41,2055,997,0,58,977
09/11/13,400.101,403.06,1669,508,0,60,977
09/12/13,397.566,402.69,1889,650,0,39,977
09/13/13,395.309,402.36,1992,893,0,39,977
09/14/13,392.915,402.01,2011,850,0,46,977
09/15/13,390.819,401.7,1963,954,0,48,977
09/16/13,388.386,401.34,1998,814,0,43,977
09/17/13,385.554,400.92,2010,627,0,45,977
